date,ward_code,ward_name,crime_type,severity,ipc_section
2022-04-25,G/N,Dharavi,Burglary,Low,IPC 412
2022-04-25,A,Colaba/Fort,Chain Snatching,Low,IPC 422
2022-04-25,F/N,Matunga,Cyber Fraud,High,IPC 484
2022-04-25,M/E,Govandi,Chain Snatching,High,IPC 327
2022-04-25,H/E,Bandra East,Burglary,Medium,IPC 485
2022-04-25,E,Byculla,Cyber Fraud,High,IPC 316
2022-04-25,L,Kurla,Theft,Low,IPC 446
2022-04-26,R/C,Borivali,Cyber Fraud,High,IPC 368
2022-04-26,E,Byculla,Cyber Fraud,Medium,IPC 417
2022-04-26,M/E,Govandi,Chain Snatching,Medium,IPC 343
2022-04-26,F/N,Matunga,Chain Snatching,Low,IPC 350
2022-04-26,K/W,Andheri West,Cyber Fraud,Medium,IPC 429
2022-04-26,M/E,Govandi,Burglary,Medium,IPC 421
2022-04-26,K/W,Andheri West,Cyber Fraud,Low,IPC 479
2022-04-26,E,Byculla,Extortion,Low,IPC 487
2022-04-26,G/N,Dharavi,Cyber Fraud,High,IPC 424
2022-04-26,K/W,Andheri West,Extortion,High,IPC 432
2022-04-27,H/E,Bandra East,Assault,Low,IPC 463
2022-04-27,R/C,Borivali,Burglary,Low,IPC 483
2022-04-27,G/N,Dharavi,Burglary,Medium,IPC 368
2022-04-27,M/E,Govandi,Burglary,High,IPC 318
2022-04-27,G/N,Dharavi,Assault,High,IPC 309
2022-04-27,A,Colaba/Fort,Chain Snatching,Low,IPC 317
2022-04-27,D,Malabar Hill,Assault,Medium,IPC 343
2022-04-28,F/N,Matunga,Extortion,Medium,IPC 413
2022-04-28,A,Colaba/Fort,Extortion,High,IPC 471
2022-04-28,E,Byculla,Chain Snatching,Medium,IPC 443
2022-04-28,H/E,Bandra East,Burglary,Low,IPC 346
2022-04-28,G/N,Dharavi,Burglary,Medium,IPC 474
2022-04-28,N,Ghatkopar,Extortion,Low,IPC 473
2022-04-28,L,Kurla,Burglary,Low,IPC 317
2022-04-28,L,Kurla,Assault,High,IPC 373
2022-04-28,M/E,Govandi,Assault,Medium,IPC 322
2022-04-28,N,Ghatkopar,Extortion,Low,IPC 304
2022-04-29,R/C,Borivali,Assault,High,IPC 495
2022-04-29,D,Malabar Hill,Assault,Medium,IPC 352
2022-04-29,G/N,Dharavi,Assault,Low,IPC 366
2022-04-29,G/N,Dharavi,Chain Snatching,Medium,IPC 329
2022-04-29,A,Colaba/Fort,Burglary,High,IPC 496
2022-04-29,L,Kurla,Burglary,High,IPC 317
2022-04-29,M/E,Govandi,Burglary,Low,IPC 316
2022-04-29,F/N,Matunga,Theft,High,IPC 430
2022-04-29,A,Colaba/Fort,Burglary,High,IPC 355
2022-04-29,D,Malabar Hill,Burglary,Low,IPC 440
2022-04-29,G/N,Dharavi,Extortion,High,IPC 469
2022-04-30,N,Ghatkopar,Burglary,Low,IPC 395
2022-04-30,N,Ghatkopar,Burglary,Medium,IPC 310
2022-04-30,N,Ghatkopar,Theft,Medium,IPC 341
2022-04-30,K/W,Andheri West,Theft,Low,IPC 309
2022-04-30,N,Ghatkopar,Theft,High,IPC 349
2022-04-30,F/N,Matunga,Cyber Fraud,High,IPC 457
2022-04-30,A,Colaba/Fort,Cyber Fraud,Low,IPC 473
2022-04-30,E,Byculla,Assault,Low,IPC 489
2022-04-30,H/E,Bandra East,Chain Snatching,Medium,IPC 452
2022-04-30,N,Ghatkopar,Chain Snatching,Medium,IPC 457
2022-04-30,D,Malabar Hill,Cyber Fraud,Low,IPC 427
2022-04-30,N,Ghatkopar,Theft,High,IPC 437
2022-04-30,M/E,Govandi,Cyber Fraud,Medium,IPC 378
2022-05-01,E,Byculla,Chain Snatching,Medium,IPC 318
2022-05-01,L,Kurla,Chain Snatching,Low,IPC 389
2022-05-01,R/C,Borivali,Burglary,Medium,IPC 342
2022-05-01,F/N,Matunga,Assault,Medium,IPC 309
2022-05-01,D,Malabar Hill,Theft,Low,IPC 469
2022-05-01,H/E,Bandra East,Burglary,Low,IPC 386
2022-05-01,E,Byculla,Extortion,Medium,IPC 480
2022-05-01,G/N,Dharavi,Chain Snatching,High,IPC 374
2022-05-01,F/N,Matunga,Extortion,Low,IPC 453
2022-05-01,H/E,Bandra East,Theft,High,IPC 319
2022-05-01,R/C,Borivali,Cyber Fraud,Low,IPC 471
2022-05-01,A,Colaba/Fort,Assault,Low,IPC 491
2022-05-02,L,Kurla,Cyber Fraud,Medium,IPC 389
2022-05-02,L,Kurla,Chain Snatching,High,IPC 397
2022-05-02,A,Colaba/Fort,Burglary,Medium,IPC 388
2022-05-02,A,Colaba/Fort,Extortion,High,IPC 479
2022-05-02,E,Byculla,Extortion,High,IPC 388
2022-05-02,H/E,Bandra East,Extortion,Medium,IPC 399
2022-05-03,L,Kurla,Cyber Fraud,Medium,IPC 458
2022-05-03,G/N,Dharavi,Theft,Low,IPC 349
2022-05-03,R/C,Borivali,Burglary,Low,IPC 301
2022-05-03,E,Byculla,Assault,Low,IPC 417
2022-05-03,M/E,Govandi,Burglary,Medium,IPC 329
2022-05-03,N,Ghatkopar,Extortion,Low,IPC 321
2022-05-03,L,Kurla,Extortion,Medium,IPC 464
2022-05-04,G/N,Dharavi,Extortion,High,IPC 338
2022-05-04,D,Malabar Hill,Assault,Medium,IPC 432
2022-05-04,R/C,Borivali,Theft,Medium,IPC 384
2022-05-04,H/E,Bandra East,Cyber Fraud,High,IPC 464
2022-05-04,M/E,Govandi,Theft,Low,IPC 443
2022-05-04,G/N,Dharavi,Extortion,Medium,IPC 393
2022-05-04,E,Byculla,Assault,High,IPC 384
2022-05-04,L,Kurla,Extortion,Low,IPC 442
2022-05-04,H/E,Bandra East,Cyber Fraud,Medium,IPC 345
2022-05-04,K/W,Andheri West,Chain Snatching,Medium,IPC 315
2022-05-04,L,Kurla,Cyber Fraud,Medium,IPC 325
2022-05-04,H/E,Bandra East,Extortion,High,IPC 372
2022-05-04,M/E,Govandi,Extortion,Medium,IPC 407
2022-05-04,M/E,Govandi,Burglary,Medium,IPC 458
2022-05-04,E,Byculla,Theft,High,IPC 438
2022-05-04,L,Kurla,Chain Snatching,High,IPC 342
2022-05-05,R/C,Borivali,Extortion,Low,IPC 410
2022-05-05,N,Ghatkopar,Assault,Low,IPC 397
2022-05-05,D,Malabar Hill,Burglary,High,IPC 398
2022-05-05,R/C,Borivali,Chain Snatching,Low,IPC 313
2022-05-05,D,Malabar Hill,Extortion,Medium,IPC 322
2022-05-05,H/E,Bandra East,Theft,Low,IPC 385
2022-05-05,H/E,Bandra East,Extortion,Low,IPC 358
2022-05-06,M/E,Govandi,Burglary,Medium,IPC 470
2022-05-06,K/W,Andheri West,Cyber Fraud,Medium,IPC 381
2022-05-06,M/E,Govandi,Theft,High,IPC 328
2022-05-06,F/N,Matunga,Assault,Low,IPC 433
2022-05-06,L,Kurla,Chain Snatching,Low,IPC 449
2022-05-06,E,Byculla,Burglary,Medium,IPC 473
2022-05-06,R/C,Borivali,Chain Snatching,Medium,IPC 446
2022-05-06,A,Colaba/Fort,Burglary,Low,IPC 389
2022-05-06,L,Kurla,Chain Snatching,Low,IPC 447
2022-05-06,D,Malabar Hill,Chain Snatching,Low,IPC 487
2022-05-06,F/N,Matunga,Extortion,Medium,IPC 460
2022-05-06,H/E,Bandra East,Assault,High,IPC 319
2022-05-06,L,Kurla,Assault,High,IPC 315
2022-05-06,R/C,Borivali,Burglary,Medium,IPC 339
2022-05-06,K/W,Andheri West,Cyber Fraud,Low,IPC 377
2022-05-06,D,Malabar Hill,Cyber Fraud,Medium,IPC 374
2022-05-06,H/E,Bandra East,Theft,Low,IPC 342
2022-05-06,N,Ghatkopar,Cyber Fraud,Low,IPC 301
2022-05-06,L,Kurla,Theft,High,IPC 315
2022-05-06,L,Kurla,Cyber Fraud,Low,IPC 437
2022-05-07,K/W,Andheri West,Theft,Low,IPC 332
2022-05-07,E,Byculla,Burglary,Low,IPC 417
2022-05-07,A,Colaba/Fort,Cyber Fraud,Medium,IPC 401
2022-05-07,L,Kurla,Chain Snatching,High,IPC 450
2022-05-07,K/W,Andheri West,Burglary,Low,IPC 375
2022-05-07,H/E,Bandra East,Burglary,Low,IPC 452
2022-05-07,N,Ghatkopar,Assault,Low,IPC 320
2022-05-07,E,Byculla,Extortion,Low,IPC 397
2022-05-07,G/N,Dharavi,Assault,Low,IPC 488
2022-05-07,N,Ghatkopar,Theft,Medium,IPC 399
2022-05-07,F/N,Matunga,Assault,Medium,IPC 400
2022-05-07,A,Colaba/Fort,Chain Snatching,Low,IPC 487
2022-05-07,M/E,Govandi,Assault,High,IPC 425
2022-05-07,K/W,Andheri West,Cyber Fraud,Low,IPC 496
2022-05-07,A,Colaba/Fort,Burglary,Medium,IPC 357
2022-05-07,N,Ghatkopar,Chain Snatching,Medium,IPC 405
2022-05-07,D,Malabar Hill,Extortion,Medium,IPC 435
2022-05-07,F/N,Matunga,Assault,Low,IPC 352
2022-05-07,D,Malabar Hill,Burglary,Medium,IPC 363
2022-05-08,R/C,Borivali,Chain Snatching,Medium,IPC 387
2022-05-08,E,Byculla,Theft,Medium,IPC 483
2022-05-08,R/C,Borivali,Cyber Fraud,Low,IPC 483
2022-05-08,K/W,Andheri West,Extortion,High,IPC 399
2022-05-08,K/W,Andheri West,Theft,Low,IPC 345
2022-05-08,R/C,Borivali,Extortion,Low,IPC 317
2022-05-08,D,Malabar Hill,Assault,Medium,IPC 475
2022-05-08,E,Byculla,Extortion,Low,IPC 478
2022-05-08,E,Byculla,Assault,Low,IPC 480
2022-05-08,N,Ghatkopar,Extortion,High,IPC 363
2022-05-08,M/E,Govandi,Cyber Fraud,Low,IPC 367
2022-05-08,G/N,Dharavi,Burglary,Low,IPC 491
2022-05-08,H/E,Bandra East,Extortion,High,IPC 415
2022-05-08,N,Ghatkopar,Theft,Low,IPC 384
2022-05-08,F/N,Matunga,Cyber Fraud,Low,IPC 352
2022-05-08,E,Byculla,Cyber Fraud,Low,IPC 354
2022-05-08,D,Malabar Hill,Cyber Fraud,Medium,IPC 381
2022-05-08,H/E,Bandra East,Chain Snatching,High,IPC 367
2022-05-09,G/N,Dharavi,Extortion,Medium,IPC 347
2022-05-09,H/E,Bandra East,Chain Snatching,Low,IPC 482
2022-05-09,F/N,Matunga,Assault,High,IPC 418
2022-05-09,A,Colaba/Fort,Cyber Fraud,Low,IPC 499
2022-05-09,N,Ghatkopar,Cyber Fraud,Medium,IPC 350
2022-05-09,L,Kurla,Extortion,High,IPC 486
2022-05-09,M/E,Govandi,Assault,High,IPC 437
2022-05-09,M/E,Govandi,Assault,Medium,IPC 306
2022-05-09,L,Kurla,Extortion,Low,IPC 479
2022-05-09,A,Colaba/Fort,Cyber Fraud,Low,IPC 433
2022-05-09,D,Malabar Hill,Extortion,Low,IPC 320
2022-05-09,R/C,Borivali,Cyber Fraud,Medium,IPC 486
2022-05-09,E,Byculla,Extortion,Medium,IPC 419
2022-05-09,D,Malabar Hill,Chain Snatching,Medium,IPC 385
2022-05-09,L,Kurla,Cyber Fraud,High,IPC 353
2022-05-09,E,Byculla,Theft,Low,IPC 481
2022-05-09,N,Ghatkopar,Cyber Fraud,High,IPC 306
2022-05-09,K/W,Andheri West,Burglary,Low,IPC 310
2022-05-09,N,Ghatkopar,Cyber Fraud,Low,IPC 323
2022-05-09,F/N,Matunga,Assault,Medium,IPC 346
2022-05-10,R/C,Borivali,Theft,Medium,IPC 426
2022-05-10,E,Byculla,Theft,Medium,IPC 457
2022-05-10,F/N,Matunga,Burglary,Medium,IPC 444
2022-05-10,H/E,Bandra East,Assault,High,IPC 458
2022-05-10,E,Byculla,Chain Snatching,Medium,IPC 311
2022-05-10,E,Byculla,Cyber Fraud,Low,IPC 334
2022-05-10,A,Colaba/Fort,Theft,Medium,IPC 360
2022-05-10,F/N,Matunga,Burglary,High,IPC 401
2022-05-10,A,Colaba/Fort,Theft,Medium,IPC 316
2022-05-10,L,Kurla,Assault,High,IPC 426
2022-05-10,E,Byculla,Assault,High,IPC 382
2022-05-10,M/E,Govandi,Assault,Medium,IPC 352
2022-05-10,H/E,Bandra East,Chain Snatching,Low,IPC 317
2022-05-10,G/N,Dharavi,Extortion,Medium,IPC 460
2022-05-10,G/N,Dharavi,Chain Snatching,Low,IPC 483
2022-05-11,F/N,Matunga,Cyber Fraud,Medium,IPC 404
2022-05-11,L,Kurla,Burglary,Medium,IPC 349
2022-05-11,R/C,Borivali,Theft,Low,IPC 323
2022-05-11,G/N,Dharavi,Assault,Low,IPC 470
2022-05-11,H/E,Bandra East,Chain Snatching,Medium,IPC 418
2022-05-11,K/W,Andheri West,Burglary,High,IPC 367
2022-05-11,D,Malabar Hill,Assault,Low,IPC 423
2022-05-11,K/W,Andheri West,Burglary,High,IPC 355
2022-05-11,K/W,Andheri West,Cyber Fraud,High,IPC 416
2022-05-11,A,Colaba/Fort,Theft,Medium,IPC 378
2022-05-11,M/E,Govandi,Chain Snatching,Low,IPC 470
2022-05-11,D,Malabar Hill,Extortion,High,IPC 451
2022-05-11,R/C,Borivali,Extortion,Low,IPC 446
2022-05-11,N,Ghatkopar,Theft,Low,IPC 361
2022-05-11,L,Kurla,Extortion,High,IPC 362
2022-05-11,H/E,Bandra East,Burglary,High,IPC 364
2022-05-11,A,Colaba/Fort,Assault,Medium,IPC 400
2022-05-12,M/E,Govandi,Assault,High,IPC 490
2022-05-12,E,Byculla,Extortion,High,IPC 444
2022-05-12,K/W,Andheri West,Theft,Low,IPC 417
2022-05-12,M/E,Govandi,Cyber Fraud,Medium,IPC 500
2022-05-12,G/N,Dharavi,Extortion,Medium,IPC 357
2022-05-12,N,Ghatkopar,Theft,High,IPC 489
2022-05-12,D,Malabar Hill,Cyber Fraud,High,IPC 315
2022-05-12,N,Ghatkopar,Extortion,High,IPC 487
2022-05-12,F/N,Matunga,Assault,Medium,IPC 377
2022-05-12,K/W,Andheri West,Chain Snatching,Low,IPC 462
2022-05-12,K/W,Andheri West,Chain Snatching,Low,IPC 390
2022-05-12,A,Colaba/Fort,Cyber Fraud,High,IPC 451
2022-05-12,E,Byculla,Chain Snatching,Low,IPC 345
2022-05-12,A,Colaba/Fort,Extortion,High,IPC 414
2022-05-12,E,Byculla,Cyber Fraud,Low,IPC 454
2022-05-12,F/N,Matunga,Burglary,Medium,IPC 314
2022-05-13,M/E,Govandi,Extortion,High,IPC 492
2022-05-13,G/N,Dharavi,Theft,Low,IPC 402
2022-05-13,G/N,Dharavi,Cyber Fraud,Low,IPC 462
2022-05-13,F/N,Matunga,Chain Snatching,Medium,IPC 362
2022-05-13,E,Byculla,Extortion,Low,IPC 320
2022-05-13,A,Colaba/Fort,Cyber Fraud,Medium,IPC 332
2022-05-13,A,Colaba/Fort,Extortion,Medium,IPC 479
2022-05-13,R/C,Borivali,Cyber Fraud,Medium,IPC 348
2022-05-13,M/E,Govandi,Chain Snatching,Low,IPC 492
2022-05-14,N,Ghatkopar,Chain Snatching,Medium,IPC 397
2022-05-14,D,Malabar Hill,Extortion,Low,IPC 474
2022-05-14,H/E,Bandra East,Cyber Fraud,Medium,IPC 470
2022-05-14,E,Byculla,Extortion,High,IPC 423
2022-05-14,E,Byculla,Chain Snatching,Low,IPC 434
2022-05-14,M/E,Govandi,Assault,Medium,IPC 335
2022-05-14,A,Colaba/Fort,Burglary,Low,IPC 344
2022-05-14,D,Malabar Hill,Assault,Low,IPC 477
2022-05-14,M/E,Govandi,Cyber Fraud,Low,IPC 490
2022-05-14,L,Kurla,Chain Snatching,Low,IPC 494
2022-05-14,D,Malabar Hill,Cyber Fraud,Low,IPC 390
2022-05-15,H/E,Bandra East,Theft,Medium,IPC 409
2022-05-15,L,Kurla,Cyber Fraud,Low,IPC 305
2022-05-15,D,Malabar Hill,Burglary,Medium,IPC 379
2022-05-15,L,Kurla,Theft,Medium,IPC 361
2022-05-15,H/E,Bandra East,Burglary,High,IPC 384
2022-05-15,G/N,Dharavi,Burglary,Medium,IPC 398
2022-05-15,K/W,Andheri West,Extortion,Low,IPC 406
2022-05-15,N,Ghatkopar,Burglary,Low,IPC 467
2022-05-15,N,Ghatkopar,Theft,Medium,IPC 483
2022-05-15,L,Kurla,Extortion,High,IPC 444
2022-05-15,N,Ghatkopar,Chain Snatching,Medium,IPC 458
2022-05-15,H/E,Bandra East,Assault,Low,IPC 458
2022-05-15,K/W,Andheri West,Cyber Fraud,Medium,IPC 393
2022-05-15,H/E,Bandra East,Cyber Fraud,High,IPC 450
2022-05-15,K/W,Andheri West,Assault,Low,IPC 465
2022-05-15,D,Malabar Hill,Burglary,Low,IPC 481
2022-05-15,N,Ghatkopar,Chain Snatching,Low,IPC 322
2022-05-15,E,Byculla,Extortion,Medium,IPC 470
2022-05-15,L,Kurla,Assault,Low,IPC 498
2022-05-15,D,Malabar Hill,Theft,High,IPC 389
2022-05-15,F/N,Matunga,Cyber Fraud,Low,IPC 455
2022-05-15,F/N,Matunga,Theft,Medium,IPC 441
2022-05-15,F/N,Matunga,Assault,High,IPC 435
2022-05-16,M/E,Govandi,Burglary,Medium,IPC 301
2022-05-16,R/C,Borivali,Assault,Medium,IPC 423
2022-05-16,M/E,Govandi,Extortion,Medium,IPC 402
2022-05-16,K/W,Andheri West,Theft,High,IPC 412
2022-05-16,H/E,Bandra East,Theft,Medium,IPC 450
2022-05-16,N,Ghatkopar,Chain Snatching,High,IPC 482
2022-05-16,L,Kurla,Assault,Low,IPC 406
2022-05-16,H/E,Bandra East,Theft,Medium,IPC 447
2022-05-16,M/E,Govandi,Burglary,Low,IPC 458
2022-05-16,D,Malabar Hill,Chain Snatching,Medium,IPC 345
2022-05-17,N,Ghatkopar,Theft,Medium,IPC 378
2022-05-17,R/C,Borivali,Theft,Medium,IPC 352
2022-05-17,M/E,Govandi,Cyber Fraud,Low,IPC 395
2022-05-17,L,Kurla,Extortion,High,IPC 470
2022-05-17,D,Malabar Hill,Cyber Fraud,Medium,IPC 438
2022-05-18,A,Colaba/Fort,Assault,Medium,IPC 315
2022-05-18,H/E,Bandra East,Assault,Low,IPC 408
2022-05-18,H/E,Bandra East,Extortion,High,IPC 458
2022-05-18,K/W,Andheri West,Assault,Medium,IPC 363
2022-05-18,E,Byculla,Assault,Low,IPC 344
2022-05-18,L,Kurla,Extortion,Medium,IPC 403
2022-05-18,E,Byculla,Chain Snatching,Medium,IPC 417
2022-05-18,M/E,Govandi,Theft,Medium,IPC 406
2022-05-18,H/E,Bandra East,Extortion,Medium,IPC 500
2022-05-18,M/E,Govandi,Extortion,Low,IPC 313
2022-05-18,E,Byculla,Cyber Fraud,Low,IPC 413
2022-05-18,G/N,Dharavi,Cyber Fraud,Medium,IPC 407
2022-05-18,K/W,Andheri West,Cyber Fraud,Medium,IPC 349
2022-05-18,F/N,Matunga,Extortion,High,IPC 480
2022-05-18,G/N,Dharavi,Burglary,Low,IPC 497
2022-05-18,K/W,Andheri West,Extortion,Medium,IPC 450
2022-05-18,L,Kurla,Assault,Low,IPC 349
2022-05-18,F/N,Matunga,Assault,Medium,IPC 381
2022-05-18,N,Ghatkopar,Assault,Low,IPC 337
2022-05-19,F/N,Matunga,Assault,Low,IPC 340
2022-05-19,M/E,Govandi,Extortion,High,IPC 474
2022-05-19,L,Kurla,Theft,Low,IPC 355
2022-05-19,A,Colaba/Fort,Assault,High,IPC 430
2022-05-19,K/W,Andheri West,Extortion,High,IPC 390
2022-05-19,A,Colaba/Fort,Extortion,Medium,IPC 390
2022-05-19,F/N,Matunga,Cyber Fraud,High,IPC 334
2022-05-19,E,Byculla,Assault,Low,IPC 423
2022-05-20,M/E,Govandi,Burglary,High,IPC 487
2022-05-20,H/E,Bandra East,Chain Snatching,High,IPC 459
2022-05-20,H/E,Bandra East,Extortion,Medium,IPC 315
2022-05-20,N,Ghatkopar,Extortion,Medium,IPC 331
2022-05-20,K/W,Andheri West,Cyber Fraud,Medium,IPC 313
2022-05-20,H/E,Bandra East,Burglary,Medium,IPC 313
2022-05-20,E,Byculla,Cyber Fraud,High,IPC 414
2022-05-20,F/N,Matunga,Burglary,High,IPC 366
2022-05-20,R/C,Borivali,Chain Snatching,Medium,IPC 432
2022-05-20,A,Colaba/Fort,Chain Snatching,High,IPC 390
2022-05-20,L,Kurla,Theft,Low,IPC 472
2022-05-20,G/N,Dharavi,Assault,High,IPC 302
2022-05-20,H/E,Bandra East,Extortion,Low,IPC 350
2022-05-20,E,Byculla,Theft,Low,IPC 366
2022-05-20,R/C,Borivali,Extortion,Medium,IPC 455
2022-05-20,G/N,Dharavi,Chain Snatching,Low,IPC 329
2022-05-20,L,Kurla,Extortion,Low,IPC 451
2022-05-20,L,Kurla,Extortion,Medium,IPC 497
2022-05-21,M/E,Govandi,Chain Snatching,Medium,IPC 421
2022-05-21,R/C,Borivali,Chain Snatching,Medium,IPC 472
2022-05-21,R/C,Borivali,Chain Snatching,Medium,IPC 347
2022-05-21,G/N,Dharavi,Extortion,High,IPC 439
2022-05-21,N,Ghatkopar,Chain Snatching,Low,IPC 360
2022-05-21,G/N,Dharavi,Cyber Fraud,Low,IPC 453
2022-05-21,K/W,Andheri West,Burglary,Low,IPC 383
2022-05-21,R/C,Borivali,Extortion,High,IPC 329
2022-05-21,F/N,Matunga,Cyber Fraud,High,IPC 448
2022-05-21,N,Ghatkopar,Burglary,High,IPC 445
2022-05-21,A,Colaba/Fort,Burglary,Low,IPC 483
2022-05-21,H/E,Bandra East,Cyber Fraud,Low,IPC 402
2022-05-21,G/N,Dharavi,Cyber Fraud,Medium,IPC 474
2022-05-22,M/E,Govandi,Theft,Low,IPC 308
2022-05-22,N,Ghatkopar,Theft,Medium,IPC 420
2022-05-22,K/W,Andheri West,Chain Snatching,Low,IPC 318
2022-05-22,M/E,Govandi,Theft,Low,IPC 348
2022-05-22,A,Colaba/Fort,Burglary,High,IPC 428
2022-05-22,K/W,Andheri West,Extortion,Medium,IPC 487
2022-05-22,E,Byculla,Extortion,Medium,IPC 358
2022-05-22,F/N,Matunga,Cyber Fraud,Low,IPC 409
2022-05-22,K/W,Andheri West,Theft,High,IPC 417
2022-05-22,H/E,Bandra East,Assault,High,IPC 353
2022-05-22,E,Byculla,Cyber Fraud,High,IPC 476
2022-05-22,G/N,Dharavi,Assault,Low,IPC 431
2022-05-22,L,Kurla,Theft,High,IPC 443
2022-05-22,G/N,Dharavi,Cyber Fraud,Low,IPC 304
2022-05-22,H/E,Bandra East,Extortion,Low,IPC 361
2022-05-22,E,Byculla,Cyber Fraud,High,IPC 467
2022-05-22,M/E,Govandi,Theft,High,IPC 484
2022-05-22,A,Colaba/Fort,Theft,Medium,IPC 434
2022-05-22,D,Malabar Hill,Burglary,Low,IPC 480
2022-05-23,A,Colaba/Fort,Theft,Medium,IPC 411
2022-05-23,E,Byculla,Theft,Medium,IPC 408
2022-05-23,D,Malabar Hill,Chain Snatching,Medium,IPC 419
2022-05-23,R/C,Borivali,Chain Snatching,Medium,IPC 329
2022-05-23,G/N,Dharavi,Theft,Medium,IPC 478
2022-05-23,F/N,Matunga,Extortion,Low,IPC 453
2022-05-23,E,Byculla,Assault,High,IPC 487
2022-05-23,D,Malabar Hill,Burglary,High,IPC 352
2022-05-23,G/N,Dharavi,Theft,Low,IPC 473
2022-05-23,M/E,Govandi,Assault,Medium,IPC 482
2022-05-23,K/W,Andheri West,Chain Snatching,Low,IPC 499
2022-05-23,G/N,Dharavi,Theft,High,IPC 361
2022-05-23,R/C,Borivali,Chain Snatching,Low,IPC 309
2022-05-23,G/N,Dharavi,Extortion,Medium,IPC 318
2022-05-23,L,Kurla,Theft,High,IPC 480
2022-05-23,F/N,Matunga,Chain Snatching,Medium,IPC 314
2022-05-23,F/N,Matunga,Extortion,High,IPC 312
2022-05-23,R/C,Borivali,Theft,Medium,IPC 423
2022-05-23,H/E,Bandra East,Burglary,Medium,IPC 305
2022-05-24,K/W,Andheri West,Extortion,Medium,IPC 319
2022-05-24,M/E,Govandi,Cyber Fraud,Medium,IPC 362
2022-05-24,A,Colaba/Fort,Assault,Low,IPC 476
2022-05-24,A,Colaba/Fort,Burglary,Low,IPC 388
2022-05-24,N,Ghatkopar,Extortion,High,IPC 362
2022-05-24,L,Kurla,Theft,Low,IPC 442
2022-05-24,D,Malabar Hill,Cyber Fraud,Low,IPC 400
2022-05-24,E,Byculla,Theft,Low,IPC 318
2022-05-24,N,Ghatkopar,Chain Snatching,High,IPC 462
2022-05-24,A,Colaba/Fort,Assault,High,IPC 475
2022-05-24,K/W,Andheri West,Theft,Low,IPC 441
2022-05-24,R/C,Borivali,Extortion,Medium,IPC 378
2022-05-24,G/N,Dharavi,Assault,High,IPC 338
2022-05-24,D,Malabar Hill,Burglary,Low,IPC 368
2022-05-24,M/E,Govandi,Theft,Medium,IPC 411
2022-05-24,R/C,Borivali,Extortion,Medium,IPC 397
2022-05-24,D,Malabar Hill,Theft,High,IPC 318
2022-05-25,M/E,Govandi,Assault,Low,IPC 375
2022-05-25,A,Colaba/Fort,Chain Snatching,Medium,IPC 363
2022-05-25,L,Kurla,Extortion,Medium,IPC 302
2022-05-25,F/N,Matunga,Assault,Medium,IPC 315
2022-05-25,R/C,Borivali,Theft,High,IPC 366
2022-05-25,H/E,Bandra East,Extortion,Medium,IPC 343
2022-05-25,D,Malabar Hill,Burglary,High,IPC 300
2022-05-25,E,Byculla,Burglary,Low,IPC 364
2022-05-25,R/C,Borivali,Burglary,Medium,IPC 391
2022-05-25,N,Ghatkopar,Cyber Fraud,Low,IPC 479
2022-05-25,E,Byculla,Chain Snatching,Low,IPC 351
2022-05-25,K/W,Andheri West,Chain Snatching,High,IPC 371
2022-05-25,R/C,Borivali,Theft,Medium,IPC 449
2022-05-25,G/N,Dharavi,Extortion,Medium,IPC 371
2022-05-25,M/E,Govandi,Cyber Fraud,Low,IPC 439
2022-05-25,F/N,Matunga,Cyber Fraud,Medium,IPC 376
2022-05-25,D,Malabar Hill,Assault,High,IPC 319
2022-05-25,N,Ghatkopar,Assault,Low,IPC 390
2022-05-25,E,Byculla,Extortion,Medium,IPC 309
2022-05-26,N,Ghatkopar,Assault,Medium,IPC 366
2022-05-26,M/E,Govandi,Burglary,High,IPC 327
2022-05-26,N,Ghatkopar,Burglary,Medium,IPC 444
2022-05-26,D,Malabar Hill,Assault,Low,IPC 415
2022-05-26,M/E,Govandi,Chain Snatching,Low,IPC 428
2022-05-26,D,Malabar Hill,Burglary,Low,IPC 354
2022-05-26,G/N,Dharavi,Cyber Fraud,High,IPC 430
2022-05-26,A,Colaba/Fort,Chain Snatching,Low,IPC 416
2022-05-26,G/N,Dharavi,Burglary,High,IPC 444
2022-05-26,G/N,Dharavi,Assault,Medium,IPC 400
2022-05-26,A,Colaba/Fort,Cyber Fraud,Low,IPC 421
2022-05-26,L,Kurla,Burglary,Medium,IPC 377
2022-05-27,M/E,Govandi,Cyber Fraud,High,IPC 321
2022-05-27,L,Kurla,Cyber Fraud,Low,IPC 403
2022-05-27,K/W,Andheri West,Burglary,High,IPC 316
2022-05-27,N,Ghatkopar,Chain Snatching,High,IPC 367
2022-05-27,L,Kurla,Burglary,Medium,IPC 377
2022-05-27,M/E,Govandi,Chain Snatching,Low,IPC 385
2022-05-27,N,Ghatkopar,Extortion,High,IPC 443
2022-05-27,D,Malabar Hill,Extortion,High,IPC 364
2022-05-27,E,Byculla,Theft,Low,IPC 414
2022-05-27,H/E,Bandra East,Cyber Fraud,Medium,IPC 353
2022-05-27,L,Kurla,Extortion,Medium,IPC 367
2022-05-27,A,Colaba/Fort,Theft,High,IPC 353
2022-05-27,D,Malabar Hill,Chain Snatching,Low,IPC 349
2022-05-27,H/E,Bandra East,Theft,High,IPC 399
2022-05-27,A,Colaba/Fort,Cyber Fraud,High,IPC 360
