"Report Number","Date Reported","Date of Occurrence","Time of Occurrence","City","Crime Code","Crime Description","Victim Age","Victim Gender","Weapon Used","Crime Domain","Police Deployed","Case Closed","Date Case Closed"
"9522","18-12-2022 14:00","12-16-2022 01:00","16-12-2022 01:05","Mumbai","348","ARSON","23","M","None","Fire Accident","17","No",""
"9532","19-12-2022 11:00","12-18-2022 12:00","18-12-2022 23:23","Mumbai","441","FIREARM OFFENSE","35","M","Blunt Object","Fire Accident","9","Yes","24-01-2023 11:00"
"9543","20-12-2022 04:00","12-19-2022 10:00","19-12-2022 21:24","Mumbai","555","BURGLARY","21","F","None","Other Crime","5","No",""
"9548","20-12-2022 17:00","12-17-2022 21:00","18-12-2022 08:27","Mumbai","396","TRAFFIC VIOLATION","35","M","Firearm","Traffic Fatality","11","Yes","22-12-2022 17:00"
"9550","20-12-2022 18:00","12-18-2022 13:00","19-12-2022 07:53","Mumbai","182","VANDALISM","25","F","Firearm","Other Crime","12","No",""
"9551","20-12-2022 20:00","12-18-2022 18:00","19-12-2022 14:20","Mumbai","453","DOMESTIC VIOLENCE","45","M","Other","Violent Crime","6","Yes","28-12-2022 20:00"
"9572","22-12-2022 02:00","12-19-2022 14:00","20-12-2022 07:43","Mumbai","427","HOMICIDE","68","M","None","Other Crime","16","Yes","06-11-2024 02:00"
"9576","22-12-2022 07:00","12-19-2022 12:00","20-12-2022 05:32","Mumbai","542","SEXUAL ASSAULT","12","M","None","Violent Crime","5","Yes","01-01-2024 07:00"
"9588","23-12-2022 04:00","12-21-2022 02:00","21-12-2022 10:57","Mumbai","413","CYBERCRIME","19","F","Firearm","Other Crime","15","No",""
"9591","23-12-2022 08:00","12-22-2022 06:00","22-12-2022 19:36","Mumbai","395","EXTORTION","56","M","Explosives","Other Crime","9","Yes","02-02-2023 08:00"
"9592","23-12-2022 09:00","12-21-2022 19:00","22-12-2022 03:55","Mumbai","355","CYBERCRIME","42","F","Explosives","Other Crime","9","Yes","18-03-2023 09:00"
"9601","23-12-2022 23:00","12-21-2022 16:00","22-12-2022 12:09","Mumbai","375","TRAFFIC VIOLATION","72","F","Firearm","Traffic Fatality","8","No",""
"9615","24-12-2022 23:00","12-23-2022 05:00","23-12-2022 05:37","Mumbai","284","DRUG OFFENSE","73","F","Firearm","Other Crime","19","No",""
"9617","25-12-2022 04:00","12-23-2022 18:00","24-12-2022 14:21","Mumbai","176","DOMESTIC VIOLENCE","45","F","Other","Violent Crime","12","No",""
"9626","25-12-2022 23:00","12-24-2022 05:00","24-12-2022 15:48","Mumbai","237","TRAFFIC VIOLATION","63","M","Knife","Traffic Fatality","8","No",""
"9654","27-12-2022 20:00","12-25-2022 11:00","26-12-2022 09:30","Mumbai","207","VANDALISM","55","M","Explosives","Other Crime","15","No",""
"9658","27-12-2022 22:00","12-26-2022 18:00","26-12-2022 19:01","Mumbai","194","VEHICLE - STOLEN","54","M","None","Violent Crime","14","Yes","26-02-2023 22:00"
"9660","27-12-2022 23:00","12-26-2022 17:00","27-12-2022 05:07","Mumbai","199","SHOPLIFTING","24","F","None","Other Crime","7","No",""
"9663","28-12-2022 05:00","12-26-2022 03:00","26-12-2022 21:36","Mumbai","132","BURGLARY","36","F","Firearm","Other Crime","11","No",""
"9666","28-12-2022 08:00","12-26-2022 02:00","26-12-2022 17:43","Mumbai","152","ASSAULT","45","M","None","Violent Crime","17","Yes","18-01-2023 08:00"
"9680","29-12-2022 12:00","12-27-2022 06:00","27-12-2022 15:15","Mumbai","196","SEXUAL ASSAULT","46","F","Explosives","Violent Crime","12","Yes","31-12-2023 12:00"
"9698","31-12-2022 01:00","12-28-2022 08:00","29-12-2022 01:13","Mumbai","173","BURGLARY","57","F","Poison","Other Crime","14","Yes","28-03-2023 01:00"
"9751","03-01-2023 14:00","01-01-2023 17:00","01-01-2023 20:08","Mumbai","116","SEXUAL ASSAULT","79","M","Poison","Violent Crime","16","Yes","06-08-2024 14:00"
"9760","04-01-2023 05:00","01-02-2023 06:00","03-01-2023 03:59","Mumbai","386","SEXUAL ASSAULT","46","M","Blunt Object","Violent Crime","5","No",""
"9767","04-01-2023 11:00","01-03-2023 05:00","03-01-2023 21:16","Mumbai","359","EXTORTION","65","M","Knife","Other Crime","18","Yes","01-04-2023 11:00"
"9770","04-01-2023 18:00","01-04-2023 04:00","04-01-2023 13:58","Mumbai","397","VANDALISM","10","F","Blunt Object","Other Crime","2","Yes","30-03-2023 18:00"
"9785","05-01-2023 20:00","01-03-2023 11:00","04-01-2023 02:30","Mumbai","351","VEHICLE - STOLEN","73","F","Firearm","Violent Crime","17","Yes","30-03-2023 20:00"
"9796","06-01-2023 18:00","01-06-2023 04:00","07-01-2023 03:14","Mumbai","371","ILLEGAL POSSESSION","20","M","Knife","Other Crime","3","No",""
"9803","07-01-2023 04:00","01-05-2023 10:00","05-01-2023 22:37","Mumbai","526","VEHICLE - STOLEN","38","M","Other","Violent Crime","16","Yes","14-02-2023 04:00"
"9819","08-01-2023 16:00","01-07-2023 22:00","08-01-2023 08:32","Mumbai","121","SHOPLIFTING","10","M","Knife","Other Crime","6","No",""
"9824","09-01-2023 01:00","01-06-2023 22:00","07-01-2023 19:35","Mumbai","486","KIDNAPPING","63","M","Poison","Other Crime","18","No",""
"9883","13-01-2023 00:00","01-12-2023 01:00","12-01-2023 08:59","Mumbai","244","EXTORTION","30","M","Blunt Object","Other Crime","14","Yes","20-03-2023 00:00"
"9913","15-01-2023 01:00","01-12-2023 17:00","13-01-2023 08:15","Mumbai","266","SHOPLIFTING","76","F","Poison","Other Crime","12","Yes","14-04-2023 01:00"
"9930","16-01-2023 06:00","01-15-2023 08:00","15-01-2023 21:22","Mumbai","450","CYBERCRIME","11","M","Other","Other Crime","3","Yes","29-03-2023 06:00"
"9938","17-01-2023 04:00","01-16-2023 14:00","16-01-2023 21:47","Mumbai","220","FIREARM OFFENSE","53","M","Poison","Fire Accident","1","No",""
"9946","17-01-2023 16:00","01-17-2023 03:00","17-01-2023 04:18","Mumbai","104","SEXUAL ASSAULT","51","F","Blunt Object","Violent Crime","10","No",""
"9954","18-01-2023 03:00","01-17-2023 23:00","18-01-2023 19:13","Mumbai","106","PUBLIC INTOXICATION","16","M","Explosives","Other Crime","3","No",""
"9959","18-01-2023 14:00","01-18-2023 13:00","19-01-2023 10:52","Mumbai","240","EXTORTION","64","M","Blunt Object","Other Crime","6","No",""
"9964","18-01-2023 20:00","01-17-2023 10:00","17-01-2023 23:49","Mumbai","108","DRUG OFFENSE","67","M","Other","Other Crime","3","No",""
"9967","19-01-2023 06:00","01-16-2023 12:00","16-01-2023 12:32","Mumbai","335","SEXUAL ASSAULT","32","F","Firearm","Violent Crime","13","Yes","27-10-2023 06:00"
"9992","21-01-2023 03:00","01-19-2023 12:00","19-01-2023 22:23","Mumbai","472","CYBERCRIME","16","F","Other","Other Crime","5","No",""
"10005","22-01-2023 05:00","01-20-2023 17:00","21-01-2023 15:14","Mumbai","221","HOMICIDE","34","M","Explosives","Other Crime","9","No",""
"10007","22-01-2023 12:00","01-19-2023 15:00","20-01-2023 13:56","Mumbai","542","EXTORTION","26","M","Other","Other Crime","15","No",""
"10009","22-01-2023 16:00","01-19-2023 20:00","19-01-2023 23:22","Mumbai","286","ROBBERY","17","M","None","Violent Crime","19","Yes","17-04-2023 16:00"
"10027","23-01-2023 15:00","01-23-2023 08:00","23-01-2023 18:34","Mumbai","185","COUNTERFEITING","55","F","Other","Other Crime","12","Yes","06-03-2023 15:00"
"10039","24-01-2023 13:00","01-22-2023 02:00","22-01-2023 19:53","Mumbai","356","PUBLIC INTOXICATION","32","M","Other","Other Crime","18","No",""
"10048","25-01-2023 07:00","01-22-2023 08:00","22-01-2023 23:31","Mumbai","110","ASSAULT","10","M","Knife","Violent Crime","17","No",""
"10055","25-01-2023 22:00","01-23-2023 14:00","23-01-2023 18:40","Mumbai","440","BURGLARY","24","M","None","Other Crime","10","No",""
"10089","28-01-2023 13:00","01-25-2023 22:00","26-01-2023 21:51","Mumbai","111","PUBLIC INTOXICATION","22","F","Knife","Other Crime","7","Yes","06-02-2023 13:00"
"10092","28-01-2023 17:00","01-27-2023 06:00","27-01-2023 17:28","Mumbai","494","ILLEGAL POSSESSION","42","M","Blunt Object","Other Crime","17","Yes","11-03-2023 17:00"
"10099","29-01-2023 11:00","01-27-2023 16:00","28-01-2023 04:23","Mumbai","422","FRAUD","28","F","Poison","Other Crime","19","Yes","05-04-2023 11:00"
"10112","30-01-2023 03:00","01-28-2023 15:00","29-01-2023 10:39","Mumbai","446","VEHICLE - STOLEN","69","M","Other","Violent Crime","19","Yes","31-03-2023 03:00"
"10124","30-01-2023 22:00","01-30-2023 05:00","30-01-2023 18:18","Mumbai","482","ARSON","44","M","Other","Fire Accident","8","No",""
"10126","31-01-2023 01:00","01-30-2023 14:00","30-01-2023 14:36","Mumbai","360","DRUG OFFENSE","11","M","None","Other Crime","16","No",""
"10134","31-01-2023 14:00","01-28-2023 20:00","29-01-2023 03:10","Mumbai","157","VEHICLE - STOLEN","25","M","Other","Violent Crime","18","Yes","28-02-2023 14:00"
"10146","01-02-2023 09:00","01-29-2023 17:00","29-01-2023 18:19","Mumbai","370","BURGLARY","34","M","Blunt Object","Other Crime","14","No",""
"10155","01-02-2023 19:00","01-31-2023 19:00","01-02-2023 03:58","Mumbai","223","HOMICIDE","79","F","Poison","Other Crime","8","No",""
"10159","01-02-2023 23:00","01-31-2023 22:00","01-02-2023 14:55","Mumbai","587","ROBBERY","46","F","Poison","Violent Crime","5","Yes","15-07-2023 23:00"
"10166","02-02-2023 16:00","02-02-2023 07:00","02-02-2023 22:42","Mumbai","551","PUBLIC INTOXICATION","36","M","Explosives","Other Crime","9","Yes","27-02-2023 16:00"
"10187","03-02-2023 23:00","02-02-2023 23:00","03-02-2023 09:44","Mumbai","507","SHOPLIFTING","20","F","Explosives","Other Crime","8","No",""
"10192","04-02-2023 02:00","02-01-2023 11:00","02-02-2023 04:09","Mumbai","449","CYBERCRIME","12","F","Blunt Object","Other Crime","9","No",""
"10196","04-02-2023 06:00","02-02-2023 08:00","02-02-2023 14:02","Mumbai","530","KIDNAPPING","71","M","Knife","Other Crime","15","Yes","31-03-2023 06:00"
"10198","04-02-2023 08:00","02-01-2023 22:00","02-02-2023 00:07","Mumbai","502","COUNTERFEITING","64","M","Poison","Other Crime","6","Yes","17-03-2023 08:00"
"10206","05-02-2023 04:00","02-03-2023 06:00","03-02-2023 11:44","Mumbai","260","BURGLARY","22","M","Knife","Other Crime","3","Yes","25-04-2023 04:00"
"10213","05-02-2023 09:00","02-05-2023 03:00","05-02-2023 07:00","Mumbai","226","EXTORTION","56","M","Poison","Other Crime","6","Yes","19-04-2023 09:00"
"10216","05-02-2023 15:00","02-04-2023 08:00","04-02-2023 09:26","Mumbai","585","ASSAULT","57","F","Poison","Violent Crime","11","Yes","14-03-2023 15:00"
"10227","06-02-2023 08:00","02-03-2023 14:00","03-02-2023 21:48","Mumbai","370","DRUG OFFENSE","32","M","Knife","Other Crime","15","No",""
"10233","06-02-2023 20:00","02-05-2023 13:00","05-02-2023 13:51","Mumbai","503","IDENTITY THEFT","52","M","Firearm","Violent Crime","1","Yes","04-03-2023 20:00"
"10236","06-02-2023 22:00","02-04-2023 22:00","05-02-2023 20:23","Mumbai","367","DOMESTIC VIOLENCE","23","M","Knife","Violent Crime","7","Yes","03-03-2023 22:00"
"10260","08-02-2023 18:00","02-08-2023 11:00","08-02-2023 13:56","Mumbai","410","TRAFFIC VIOLATION","39","F","Knife","Traffic Fatality","13","Yes","23-02-2023 18:00"
"10261","08-02-2023 19:00","02-07-2023 19:00","08-02-2023 17:02","Mumbai","336","KIDNAPPING","21","M","Poison","Other Crime","2","Yes","30-03-2023 19:00"
"10267","09-02-2023 08:00","02-08-2023 04:00","09-02-2023 01:24","Mumbai","548","KIDNAPPING","77","M","Poison","Other Crime","6","Yes","12-03-2023 08:00"
"10272","09-02-2023 21:00","02-07-2023 02:00","08-02-2023 00:58","Mumbai","219","BURGLARY","23","M","Blunt Object","Other Crime","16","No",""
"10283","10-02-2023 15:00","02-09-2023 19:00","10-02-2023 02:59","Mumbai","112","PUBLIC INTOXICATION","32","F","Firearm","Other Crime","12","Yes","06-03-2023 15:00"
"10295","11-02-2023 09:00","02-08-2023 20:00","09-02-2023 14:32","Mumbai","244","KIDNAPPING","22","M","Explosives","Other Crime","15","No",""
"10313","13-02-2023 01:00","02-10-2023 02:00","10-02-2023 09:49","Mumbai","336","VEHICLE - STOLEN","32","F","None","Violent Crime","15","Yes","02-03-2023 01:00"
"10316","13-02-2023 03:00","02-12-2023 04:00","12-02-2023 13:13","Mumbai","346","PUBLIC INTOXICATION","74","M","Explosives","Other Crime","9","No",""
"10319","13-02-2023 08:00","02-12-2023 14:00","12-02-2023 17:26","Mumbai","490","HOMICIDE","26","M","Blunt Object","Other Crime","8","No",""
"10346","14-02-2023 17:00","02-12-2023 16:00","13-02-2023 01:21","Mumbai","323","VANDALISM","38","M","Poison","Other Crime","12","No",""
"10352","15-02-2023 10:00","02-13-2023 12:00","14-02-2023 00:41","Mumbai","272","IDENTITY THEFT","18","M","Firearm","Violent Crime","10","No",""
"10393","17-02-2023 23:00","02-17-2023 10:00","18-02-2023 03:22","Mumbai","286","DRUG OFFENSE","31","F","Other","Other Crime","9","No",""
"10397","18-02-2023 04:00","02-16-2023 03:00","16-02-2023 18:12","Mumbai","249","IDENTITY THEFT","10","F","Explosives","Violent Crime","5","No",""
"10409","19-02-2023 07:00","02-17-2023 21:00","18-02-2023 18:28","Mumbai","345","COUNTERFEITING","40","M","Knife","Other Crime","15","No",""
"10426","20-02-2023 11:00","02-19-2023 01:00","19-02-2023 13:52","Mumbai","499","SEXUAL ASSAULT","28","M","None","Violent Crime","9","Yes","20-02-2024 11:00"
"10434","21-02-2023 02:00","02-18-2023 09:00","18-02-2023 16:56","Mumbai","383","BURGLARY","66","M","Blunt Object","Other Crime","17","No",""
"10445","21-02-2023 16:00","02-19-2023 08:00","19-02-2023 20:35","Mumbai","277","CYBERCRIME","70","M","Poison","Other Crime","17","No",""
"10447","21-02-2023 19:00","02-20-2023 02:00","20-02-2023 11:19","Mumbai","114","FRAUD","15","M","Explosives","Other Crime","6","No",""
"10470","23-02-2023 09:00","02-23-2023 06:00","24-02-2023 01:02","Mumbai","372","KIDNAPPING","11","F","Knife","Other Crime","18","Yes","08-05-2023 09:00"
"10483","24-02-2023 14:00","02-23-2023 19:00","24-02-2023 11:21","Mumbai","479","DOMESTIC VIOLENCE","26","F","Poison","Violent Crime","14","No",""
"10498","25-02-2023 16:00","02-23-2023 02:00","23-02-2023 22:17","Mumbai","156","PUBLIC INTOXICATION","51","F","Other","Other Crime","4","No",""
"10507","26-02-2023 20:00","02-25-2023 02:00","25-02-2023 15:30","Mumbai","289","CYBERCRIME","21","M","Blunt Object","Other Crime","18","No",""
"10517","27-02-2023 14:00","02-24-2023 23:00","25-02-2023 01:16","Mumbai","456","FRAUD","23","M","None","Other Crime","3","No",""
"10525","27-02-2023 21:00","02-25-2023 07:00","25-02-2023 21:05","Mumbai","131","DRUG OFFENSE","74","M","Knife","Other Crime","17","Yes","31-03-2023 21:00"
"10528","28-02-2023 01:00","02-28-2023 00:00","28-02-2023 13:03","Mumbai","523","BURGLARY","27","M","Other","Other Crime","3","Yes","20-06-2023 01:00"
"10542","01-03-2023 09:00","02-26-2023 11:00","26-02-2023 15:57","Mumbai","360","KIDNAPPING","47","F","None","Other Crime","4","No",""
"10543","01-03-2023 10:00","03-01-2023 09:00","01-03-2023 17:29","Mumbai","544","KIDNAPPING","17","M","Firearm","Other Crime","7","No",""
"10544","01-03-2023 13:00","02-28-2023 15:00","28-02-2023 19:52","Mumbai","275","FRAUD","20","M","Knife","Other Crime","9","Yes","01-04-2023 13:00"
"10567","03-03-2023 04:00","03-02-2023 09:00","02-03-2023 19:49","Mumbai","511","DOMESTIC VIOLENCE","26","M","Poison","Violent Crime","7","Yes","21-05-2023 04:00"
"10577","03-03-2023 20:00","03-03-2023 16:00","04-03-2023 06:41","Mumbai","586","VANDALISM","23","F","Other","Other Crime","11","No",""
"10578","03-03-2023 21:00","03-01-2023 07:00","01-03-2023 16:40","Mumbai","408","FIREARM OFFENSE","57","F","None","Fire Accident","13","No",""
"10588","04-03-2023 12:00","03-02-2023 06:00","02-03-2023 23:24","Mumbai","133","SHOPLIFTING","26","M","Explosives","Other Crime","18","Yes","02-04-2023 12:00"
"10592","04-03-2023 17:00","03-02-2023 15:00","02-03-2023 20:17","Mumbai","108","COUNTERFEITING","72","F","Blunt Object","Other Crime","18","Yes","07-05-2023 17:00"
"10596","04-03-2023 20:00","03-04-2023 17:00","04-03-2023 18:31","Mumbai","433","SEXUAL ASSAULT","57","M","Firearm","Violent Crime","15","Yes","27-02-2025 20:00"
"10604","05-03-2023 13:00","03-03-2023 04:00","03-03-2023 20:25","Mumbai","183","KIDNAPPING","61","F","Poison","Other Crime","19","No",""
"10612","05-03-2023 21:00","03-05-2023 18:00","06-03-2023 10:15","Mumbai","561","ASSAULT","38","M","None","Violent Crime","12","No",""
"10615","06-03-2023 07:00","03-05-2023 02:00","05-03-2023 12:56","Mumbai","376","FIREARM OFFENSE","45","F","Blunt Object","Fire Accident","3","Yes","04-05-2023 07:00"
"10623","07-03-2023 05:00","03-05-2023 09:00","05-03-2023 10:58","Mumbai","521","ILLEGAL POSSESSION","45","M","Poison","Other Crime","14","No",""
"10626","07-03-2023 13:00","03-07-2023 03:00","07-03-2023 17:06","Mumbai","372","ROBBERY","41","M","Poison","Violent Crime","6","Yes","08-04-2023 13:00"
"10627","07-03-2023 15:00","03-06-2023 02:00","06-03-2023 07:57","Mumbai","140","SEXUAL ASSAULT","48","F","Firearm","Violent Crime","18","No",""
"10629","07-03-2023 16:00","03-07-2023 07:00","07-03-2023 21:47","Mumbai","169","EXTORTION","69","F","Other","Other Crime","19","Yes","06-04-2023 16:00"
"10630","07-03-2023 16:00","03-06-2023 16:00","07-03-2023 05:41","Mumbai","150","ROBBERY","17","M","Poison","Violent Crime","15","No",""
"10631","07-03-2023 19:00","03-04-2023 21:00","04-03-2023 21:02","Mumbai","297","DOMESTIC VIOLENCE","16","M","Firearm","Violent Crime","16","Yes","01-04-2023 19:00"
"10632","07-03-2023 20:00","03-07-2023 09:00","07-03-2023 14:52","Mumbai","160","FIREARM OFFENSE","30","F","Knife","Fire Accident","14","No",""
"10637","08-03-2023 01:00","03-06-2023 10:00","06-03-2023 20:41","Mumbai","542","KIDNAPPING","26","M","Firearm","Other Crime","16","Yes","21-04-2023 01:00"
"10643","08-03-2023 13:00","03-07-2023 21:00","08-03-2023 11:00","Mumbai","472","VEHICLE - STOLEN","35","F","Other","Violent Crime","11","Yes","14-05-2023 13:00"
"10647","09-03-2023 05:00","03-07-2023 22:00","08-03-2023 03:55","Mumbai","256","SEXUAL ASSAULT","31","M","Blunt Object","Violent Crime","12","Yes","25-10-2023 05:00"
"10654","09-03-2023 12:00","03-08-2023 21:00","09-03-2023 12:27","Mumbai","497","VANDALISM","47","M","None","Other Crime","13","Yes","08-05-2023 12:00"
"10667","10-03-2023 04:00","03-08-2023 19:00","09-03-2023 15:07","Mumbai","355","ROBBERY","79","M","Explosives","Violent Crime","17","Yes","22-06-2023 04:00"
"10684","11-03-2023 04:00","03-09-2023 18:00","10-03-2023 07:12","Mumbai","188","SHOPLIFTING","43","M","None","Other Crime","1","Yes","25-04-2023 04:00"
"10695","12-03-2023 07:00","03-09-2023 08:00","09-03-2023 18:59","Mumbai","287","VANDALISM","21","M","Other","Other Crime","17","No",""
"10705","12-03-2023 18:00","03-10-2023 00:00","10-03-2023 15:24","Mumbai","174","COUNTERFEITING","55","M","None","Other Crime","5","Yes","26-04-2023 18:00"
"10708","12-03-2023 22:00","03-10-2023 19:00","10-03-2023 23:42","Mumbai","579","ILLEGAL POSSESSION","48","M","None","Other Crime","18","Yes","08-05-2023 22:00"
"10733","14-03-2023 10:00","03-11-2023 22:00","11-03-2023 22:09","Mumbai","522","VANDALISM","11","M","Other","Other Crime","6","Yes","07-05-2023 10:00"
"10736","14-03-2023 12:00","03-11-2023 23:00","12-03-2023 10:26","Mumbai","192","ASSAULT","39","F","Other","Violent Crime","3","No",""
"10754","16-03-2023 07:00","03-14-2023 11:00","15-03-2023 06:08","Mumbai","568","CYBERCRIME","11","F","Explosives","Other Crime","11","Yes","28-05-2023 07:00"
"10758","16-03-2023 12:00","03-14-2023 05:00","14-03-2023 22:17","Mumbai","289","PUBLIC INTOXICATION","65","M","None","Other Crime","2","No",""
"10760","16-03-2023 13:00","03-14-2023 03:00","14-03-2023 22:26","Mumbai","244","ARSON","43","F","Explosives","Fire Accident","11","Yes","23-03-2023 13:00"
"10762","16-03-2023 16:00","03-16-2023 02:00","16-03-2023 08:02","Mumbai","146","EXTORTION","36","F","Firearm","Other Crime","15","No",""
"10765","16-03-2023 19:00","03-15-2023 07:00","15-03-2023 23:14","Mumbai","426","FRAUD","53","M","None","Other Crime","19","Yes","17-05-2023 19:00"
"10776","17-03-2023 15:00","03-17-2023 14:00","18-03-2023 05:47","Mumbai","361","FIREARM OFFENSE","77","M","None","Fire Accident","10","Yes","26-03-2023 15:00"
"10785","18-03-2023 09:00","03-15-2023 22:00","16-03-2023 17:42","Mumbai","377","ROBBERY","14","F","Explosives","Violent Crime","15","Yes","17-05-2023 09:00"
"10793","19-03-2023 14:00","03-18-2023 09:00","18-03-2023 22:09","Mumbai","285","ASSAULT","76","M","Poison","Violent Crime","5","No",""
"10796","19-03-2023 16:00","03-16-2023 22:00","17-03-2023 12:43","Mumbai","110","PUBLIC INTOXICATION","70","M","Knife","Other Crime","4","No",""
"10803","20-03-2023 02:00","03-18-2023 19:00","18-03-2023 22:53","Mumbai","492","KIDNAPPING","59","F","Blunt Object","Other Crime","6","No",""
"10817","20-03-2023 19:00","03-20-2023 05:00","20-03-2023 11:30","Mumbai","228","TRAFFIC VIOLATION","63","M","Explosives","Traffic Fatality","5","No",""
"10849","23-03-2023 14:00","03-21-2023 19:00","22-03-2023 08:05","Mumbai","564","KIDNAPPING","41","M","Poison","Other Crime","11","No",""
"10853","23-03-2023 19:00","03-21-2023 03:00","21-03-2023 06:25","Mumbai","578","FIREARM OFFENSE","75","M","Other","Fire Accident","9","Yes","08-06-2023 19:00"
"10865","24-03-2023 12:00","03-24-2023 02:00","24-03-2023 08:12","Mumbai","370","BURGLARY","77","F","Knife","Other Crime","18","Yes","20-05-2023 12:00"
"10889","25-03-2023 19:00","03-25-2023 01:00","25-03-2023 03:06","Mumbai","409","DRUG OFFENSE","76","M","Blunt Object","Other Crime","13","Yes","01-05-2023 19:00"
"10902","26-03-2023 18:00","03-26-2023 13:00","27-03-2023 06:26","Mumbai","304","PUBLIC INTOXICATION","38","F","None","Other Crime","17","Yes","08-04-2023 18:00"
"10909","27-03-2023 01:00","03-26-2023 20:00","26-03-2023 21:57","Mumbai","303","DRUG OFFENSE","26","M","Other","Other Crime","12","Yes","31-05-2023 01:00"
"10915","27-03-2023 17:00","03-26-2023 04:00","26-03-2023 17:57","Mumbai","506","PUBLIC INTOXICATION","50","M","Explosives","Other Crime","17","Yes","11-04-2023 17:00"
"10918","27-03-2023 21:00","03-25-2023 22:00","26-03-2023 11:58","Mumbai","496","SEXUAL ASSAULT","30","F","Firearm","Violent Crime","2","Yes","10-03-2024 21:00"
"10933","28-03-2023 14:00","03-28-2023 06:00","28-03-2023 16:34","Mumbai","286","CYBERCRIME","40","F","Other","Other Crime","7","No",""
"10938","28-03-2023 20:00","03-27-2023 19:00","27-03-2023 20:46","Mumbai","522","FIREARM OFFENSE","51","M","None","Fire Accident","12","Yes","23-06-2023 20:00"
"10950","29-03-2023 17:00","03-27-2023 16:00","27-03-2023 20:26","Mumbai","153","ASSAULT","31","M","None","Violent Crime","2","Yes","30-05-2023 17:00"
"10959","30-03-2023 16:00","03-28-2023 04:00","29-03-2023 01:09","Mumbai","259","SHOPLIFTING","78","M","None","Other Crime","4","No",""
"10972","31-03-2023 12:00","03-30-2023 21:00","30-03-2023 22:41","Mumbai","135","TRAFFIC VIOLATION","52","F","Other","Traffic Fatality","2","Yes","23-04-2023 12:00"
"10985","01-04-2023 10:00","03-31-2023 16:00","31-03-2023 22:58","Mumbai","438","ARSON","44","M","Knife","Fire Accident","7","No",""
"10994","01-04-2023 23:00","03-30-2023 08:00","31-03-2023 06:29","Mumbai","231","TRAFFIC VIOLATION","20","F","Knife","Traffic Fatality","10","Yes","14-04-2023 23:00"
"10995","02-04-2023 01:00","03-31-2023 03:00","31-03-2023 22:54","Mumbai","259","IDENTITY THEFT","58","M","Blunt Object","Violent Crime","2","No",""
"11008","03-04-2023 03:00","03-31-2023 05:00","31-03-2023 19:08","Mumbai","569","DOMESTIC VIOLENCE","15","M","Knife","Violent Crime","18","Yes","20-05-2023 03:00"
"11014","03-04-2023 15:00","04-01-2023 22:00","02-04-2023 00:07","Mumbai","395","BURGLARY","14","M","Blunt Object","Other Crime","1","Yes","07-09-2023 15:00"
"11022","03-04-2023 22:00","04-03-2023 17:00","03-04-2023 17:08","Mumbai","528","CYBERCRIME","14","M","Other","Other Crime","19","Yes","18-04-2023 22:00"
"11027","04-04-2023 02:00","04-02-2023 02:00","02-04-2023 23:32","Mumbai","537","BURGLARY","21","M","Explosives","Other Crime","17","Yes","22-09-2023 02:00"
"11029","04-04-2023 08:00","04-02-2023 06:00","02-04-2023 21:51","Mumbai","364","KIDNAPPING","75","M","Other","Other Crime","2","No",""
"11031","04-04-2023 14:00","04-01-2023 19:00","02-04-2023 01:40","Mumbai","270","SEXUAL ASSAULT","29","M","Other","Violent Crime","18","No",""
"11033","04-04-2023 18:00","04-02-2023 00:00","02-04-2023 16:27","Mumbai","371","ASSAULT","48","M","Explosives","Violent Crime","14","No",""
"11051","05-04-2023 19:00","04-03-2023 09:00","03-04-2023 21:54","Mumbai","429","DRUG OFFENSE","43","M","Knife","Other Crime","18","Yes","06-05-2023 19:00"
"11078","07-04-2023 09:00","04-07-2023 03:00","07-04-2023 20:22","Mumbai","490","IDENTITY THEFT","79","M","Explosives","Violent Crime","13","Yes","08-05-2023 09:00"
"11079","07-04-2023 13:00","04-06-2023 21:00","07-04-2023 12:01","Mumbai","121","EXTORTION","13","M","Knife","Other Crime","7","Yes","05-06-2023 13:00"
"11099","09-04-2023 08:00","04-07-2023 09:00","08-04-2023 05:21","Mumbai","244","PUBLIC INTOXICATION","14","M","Explosives","Other Crime","14","No",""
"11100","09-04-2023 08:00","04-08-2023 17:00","09-04-2023 02:53","Mumbai","447","DOMESTIC VIOLENCE","14","M","Other","Violent Crime","6","Yes","01-06-2023 08:00"
"11103","09-04-2023 13:00","04-07-2023 08:00","07-04-2023 19:49","Mumbai","496","DOMESTIC VIOLENCE","41","M","Other","Violent Crime","4","Yes","24-06-2023 13:00"
"11108","10-04-2023 00:00","04-08-2023 18:00","09-04-2023 10:36","Mumbai","167","VEHICLE - STOLEN","69","M","Firearm","Violent Crime","15","Yes","22-06-2023 00:00"
"11115","10-04-2023 14:00","04-09-2023 15:00","10-04-2023 04:44","Mumbai","517","CYBERCRIME","75","F","Firearm","Other Crime","10","No",""
"11124","11-04-2023 01:00","04-09-2023 00:00","09-04-2023 17:56","Mumbai","416","DOMESTIC VIOLENCE","72","F","Explosives","Violent Crime","10","No",""
"11127","11-04-2023 07:00","04-10-2023 12:00","11-04-2023 07:33","Mumbai","570","VEHICLE - STOLEN","76","F","Knife","Violent Crime","4","Yes","06-07-2023 07:00"
"11130","11-04-2023 10:00","04-11-2023 04:00","12-04-2023 01:00","Mumbai","371","FRAUD","23","M","Firearm","Other Crime","18","No",""
